User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned
1247,Male,57,Active,Urban,168,109,594
1248,Male,39,Moderate,Urban,134,73,355
1249,Female,24,Moderate,Urban,115,109,233
1250,Male,41,Sedentary,Suburban,94,78,421
1251,Female,22,Moderate,Rural,133,123,534
1252,Female,43,Moderate,Suburban,121,119,285
1253,Male,27,Sedentary,Urban,93,75,197
1254,Male,28,Sedentary,Urban,92,59,228
1255,Female,57,Moderate,Urban,107,76,464
1256,Female,55,Active,Suburban,152,126,545
1257,Male,28,Moderate,Rural,110,99,513
1258,Male,47,Active,Suburban,177,174,563
1259,Female,21,Active,Urban,169,85,824
1260,Male,19,Moderate,Urban,136,93,514
1261,Male,30,Active,Urban,151,141,343
1262,Female,56,Moderate,Suburban,120,99,242
1263,Male,34,Active,Suburban,165,85,608
1264,Female,40,Active,Suburban,179,165,747
1265,Male,27,Moderate,Urban,109,108,426
1266,Female,30,Sedentary,Suburban,57,36,211
1267,Female,59,Sedentary,Rural,66,54,323
1268,Female,56,Moderate,Rural,102,91,243
1269,Female,59,Moderate,Rural,128,102,550
1270,Female,46,Sedentary,Suburban,89,80,244
1271,Male,33,Sedentary,Urban,68,67,220
1272,Male,20,Active,Urban,151,84,353
1273,Female,53,Active,Urban,191,154,590
1274,Female,21,Active,Urban,151,75,479
1275,Female,53,Sedentary,Urban,85,74,191
1276,Female,33,Moderate,Suburban,148,109,672
1277,Female,58,Active,Rural,152,119,421
1278,Male,23,Moderate,Suburban,115,67,495
1279,Female,59,Sedentary,Urban,91,65,408
1280,Male,45,Active,Suburban,155,120,317
1281,Female,53,Sedentary,Suburban,83,81,275
1282,Female,40,Moderate,Suburban,100,52,251
1283,Male,29,Active,Urban,187,183,617
1284,Female,59,Moderate,Urban,112,98,526
1285,Female,48,Moderate,Urban,149,92,367
1286,Male,29,Active,Suburban,196,175,908
1287,Male,49,Active,Suburban,192,140,812
1288,Female,42,Sedentary,Rural,85,50,320
1289,Male,46,Active,Rural,181,134,773
1290,Female,36,Active,Urban,189,145,698
1291,Male,39,Active,Rural,158,135,381
1292,Female,41,Active,Urban,153,104,565
1293,Male,50,Active,Urban,150,92,440
1294,Female,53,Sedentary,Suburban,89,49,352
1295,Male,57,Moderate,Rural,138,98,430
1296,Male,33,Sedentary,Urban,57,38,269
1297,Female,19,Moderate,Urban,101,69,404
1298,Female,25,Active,Rural,163,104,402
1299,Female,30,Sedentary,Rural,57,39,262
1300,Male,47,Moderate,Rural,121,68,491
1301,Female,18,Moderate,Rural,141,80,617
1302,Female,29,Active,Rural,199,151,662
1303,Male,24,Active,Rural,152,127,674
1304,Male,31,Moderate,Rural,141,82,666
1305,Female,59,Sedentary,Urban,93,56,318
1306,Female,52,Moderate,Suburban,101,66,344
1307,Male,45,Sedentary,Urban,53,47,116
1308,Male,29,Sedentary,Urban,72,36,313
1309,Female,57,Moderate,Suburban,149,120,412
1310,Male,41,Sedentary,Suburban,53,31,235
1311,Male,18,Moderate,Suburban,144,98,604
1312,Female,34,Moderate,Rural,117,68,390
1313,Female,55,Active,Rural,174,164,529
1314,Female,45,Moderate,Rural,147,118,590
1315,Male,50,Moderate,Urban,137,108,630
1316,Female,41,Active,Suburban,160,123,607
1317,Male,23,Active,Suburban,198,104,452
1318,Male,38,Sedentary,Urban,55,41,172
1319,Male,21,Sedentary,Rural,98,70,262
1320,Male,50,Active,Suburban,168,138,497
1321,Female,27,Active,Urban,190,101,436
1322,Male,53,Active,Rural,165,140,495
1323,Female,30,Moderate,Urban,108,66,249
1324,Male,53,Moderate,Rural,145,108,588
1325,Male,26,Moderate,Urban,146,78,543
1326,Female,48,Active,Rural,187,153,505
1327,Female,21,Sedentary,Urban,54,32,167
1328,Female,37,Sedentary,Urban,62,44,211
1329,Female,25,Moderate,Urban,127,75,359
1330,Female,44,Moderate,Urban,148,129,633
1331,Female,53,Active,Suburban,156,145,342
1332,Male,26,Active,Suburban,173,171,649
1333,Female,41,Sedentary,Suburban,91,70,307
1334,Male,54,Sedentary,Suburban,84,64,287
1335,Male,58,Active,Urban,194,146,867
1336,Female,57,Sedentary,Suburban,99,67,329
1337,Male,47,Sedentary,Suburban,94,58,330
1338,Male,43,Moderate,Urban,114,66,345
1339,Female,21,Active,Suburban,168,136,791
1340,Female,18,Active,Suburban,180,98,388
1341,Male,37,Active,Rural,156,149,416
1342,Female,45,Moderate,Suburban,116,72,375
1343,Female,41,Active,Rural,156,115,400
1344,Male,45,Sedentary,Suburban,61,44,131
1345,Female,45,Moderate,Urban,123,110,441
1346,Female,22,Moderate,Suburban,142,107,456
1347,Female,49,Active,Urban,191,148,634
1348,Male,47,Sedentary,Suburban,88,86,371
1349,Male,38,Active,Suburban,185,128,586
1350,Female,59,Sedentary,Urban,90,74,307
1351,Female,33,Active,Urban,150,90,336
1352,Female,25,Sedentary,Urban,86,49,396
1353,Male,29,Sedentary,Urban,99,70,259
1354,Male,49,Sedentary,Rural,76,66,167
1355,Female,42,Moderate,Rural,120,70,516
1356,Female,20,Active,Urban,158,105,442
1357,Male,43,Active,Rural,188,179,582
1358,Female,53,Active,Suburban,192,118,946
1359,Female,34,Moderate,Suburban,128,102,335
1360,Male,44,Sedentary,Suburban,52,41,239
1361,Female,39,Moderate,Rural,125,103,412
1362,Female,55,Moderate,Rural,106,60,438
1363,Male,52,Sedentary,Suburban,97,93,296
1364,Female,24,Active,Urban,185,97,381
1365,Male,20,Moderate,Suburban,138,127,596
1366,Male,23,Sedentary,Rural,99,91,368
1367,Male,30,Sedentary,Suburban,98,73,399
1368,Female,32,Active,Suburban,176,174,562
1369,Female,43,Sedentary,Rural,70,55,227
1370,Female,50,Sedentary,Rural,62,40,243
1371,Female,32,Sedentary,Rural,64,49,256
1372,Male,56,Active,Rural,183,132,683
1373,Male,58,Active,Suburban,180,121,715
1374,Male,31,Sedentary,Rural,78,48,341
1375,Female,36,Sedentary,Urban,70,58,294
1376,Male,45,Active,Rural,170,102,583
1377,Male,41,Active,Rural,153,122,615
1378,Female,58,Active,Suburban,167,155,833
1379,Female,50,Moderate,Urban,148,108,532
1380,Male,29,Active,Urban,179,127,851
1381,Female,27,Sedentary,Urban,55,40,187
1382,Female,24,Active,Rural,169,133,602
1383,Female,18,Sedentary,Suburban,61,43,241
1384,Male,32,Sedentary,Suburban,72,69,223
1385,Male,18,Sedentary,Rural,67,65,330
1386,Male,37,Active,Urban,188,167,461
1387,Male,19,Active,Urban,192,126,739
1388,Male,20,Active,Suburban,152,79,551
1389,Male,53,Active,Rural,176,114,712
1390,Male,33,Active,Urban,185,138,743
1391,Male,46,Moderate,Rural,145,132,459
1392,Female,53,Active,Suburban,156,107,617
1393,Female,56,Moderate,Rural,146,112,419
1394,Male,20,Sedentary,Rural,90,49,365
1395,Female,54,Sedentary,Rural,93,52,416
1396,Female,29,Sedentary,Rural,81,54,276
1397,Male,37,Sedentary,Urban,62,48,197
1398,Male,40,Moderate,Suburban,139,125,288
1399,Male,39,Moderate,Urban,139,115,663
1400,Female,49,Sedentary,Urban,76,45,200
1401,Female,24,Active,Urban,187,108,912
1402,Male,39,Sedentary,Urban,59,55,273
1403,Male,19,Sedentary,Suburban,74,38,192
1404,Female,31,Moderate,Suburban,132,125,441
1405,Male,33,Sedentary,Urban,95,81,428
1406,Male,41,Moderate,Rural,140,127,462
1407,Female,24,Moderate,Rural,104,56,241
1408,Female,21,Sedentary,Rural,50,41,150
1409,Male,54,Active,Rural,198,107,597
1410,Female,58,Moderate,Rural,114,101,384
1411,Female,22,Moderate,Suburban,124,82,466
1412,Male,19,Moderate,Rural,127,85,612
1413,Male,22,Sedentary,Suburban,85,44,202
1414,Male,20,Sedentary,Rural,56,32,201
1415,Male,59,Moderate,Rural,116,74,554
1416,Male,25,Active,Urban,152,109,567
1417,Male,43,Sedentary,Urban,94,52,386
1418,Male,27,Active,Urban,198,181,763
1419,Female,51,Active,Suburban,195,148,508
1420,Male,53,Sedentary,Suburban,59,51,183
1421,Female,29,Moderate,Urban,120,83,415
1422,Male,37,Active,Urban,162,144,328
1423,Male,46,Moderate,Rural,117,109,436
1424,Male,31,Active,Suburban,186,146,659
1425,Male,22,Moderate,Rural,127,84,298
1426,Male,44,Sedentary,Rural,77,38,223
1427,Male,21,Active,Urban,160,121,736
1428,Female,46,Active,Rural,165,94,734
1429,Male,20,Active,Rural,197,144,560
1430,Male,50,Moderate,Urban,145,114,700
1431,Male,47,Active,Urban,194,133,757
1432,Female,53,Active,Rural,152,151,310
1433,Female,26,Moderate,Rural,119,73,302
1434,Male,18,Moderate,Rural,109,67,315
1435,Male,40,Sedentary,Suburban,98,73,269
1436,Male,20,Moderate,Rural,136,73,533
1437,Male,49,Active,Urban,177,165,366
1438,Male,41,Active,Rural,159,158,484
1439,Female,23,Sedentary,Suburban,84,56,318
1440,Male,30,Sedentary,Rural,86,50,176
1441,Female,32,Active,Suburban,183,117,489
1442,Female,47,Moderate,Suburban,118,101,534
1443,Male,29,Active,Urban,184,175,866
1444,Female,57,Sedentary,Rural,96,85,268
1445,Male,52,Active,Suburban,167,100,526
1446,Female,45,Active,Rural,181,142,706
1447,Male,21,Active,Suburban,170,95,707
1448,Male,24,Sedentary,Urban,50,43,195
1449,Male,33,Sedentary,Urban,57,46,129
1450,Male,39,Sedentary,Rural,84,43,179
1451,Female,58,Moderate,Rural,128,73,445
1452,Female,42,Sedentary,Rural,71,68,327
1453,Female,20,Moderate,Rural,120,96,500
1454,Male,39,Moderate,Rural,105,83,219
1455,Male,48,Sedentary,Suburban,54,50,191
1456,Female,54,Moderate,Rural,136,114,480
1457,Male,39,Moderate,Suburban,148,97,633
1458,Male,44,Active,Suburban,175,141,612
1459,Female,19,Moderate,Suburban,142,111,669
1460,Male,39,Moderate,Rural,129,83,313
1461,Female,34,Sedentary,Urban,59,52,225
1462,Male,37,Active,Urban,161,94,650
1463,Male,41,Moderate,Rural,117,105,294
1464,Female,48,Moderate,Rural,106,80,214
1465,Female,25,Moderate,Rural,143,86,449
1466,Female,22,Sedentary,Suburban,53,28,114
1467,Female,19,Sedentary,Urban,95,58,263
1468,Female,21,Active,Urban,195,140,497
1469,Male,52,Moderate,Urban,101,68,214
1470,Female,51,Active,Urban,191,149,862
1471,Male,20,Sedentary,Suburban,50,32,215
1472,Male,37,Moderate,Rural,102,95,356
1473,Female,26,Moderate,Suburban,143,122,301
1474,Female,23,Active,Rural,192,151,835
1475,Male,22,Moderate,Rural,107,91,421
1476,Female,58,Sedentary,Urban,93,83,336
1477,Female,55,Active,Urban,155,119,609
1478,Male,52,Active,Rural,165,161,608
1479,Male,48,Moderate,Rural,115,92,433
1480,Female,30,Sedentary,Urban,86,51,308
1481,Male,43,Moderate,Urban,147,130,608
1482,Male,39,Active,Urban,172,154,746
1483,Male,49,Active,Urban,184,146,477
1484,Male,32,Sedentary,Urban,67,46,217
1485,Male,28,Active,Suburban,162,133,403
1486,Male,33,Sedentary,Suburban,90,75,218
1487,Male,23,Moderate,Suburban,134,131,563
1488,Male,28,Sedentary,Urban,95,59,324
1489,Male,27,Moderate,Rural,144,93,422
1490,Male,33,Moderate,Rural,119,110,466
1491,Female,29,Active,Urban,185,159,436
1492,Female,24,Moderate,Suburban,102,53,459
1493,Female,56,Active,Rural,185,145,897
1494,Male,44,Sedentary,Urban,61,35,269
1495,Male,41,Sedentary,Suburban,80,69,180
1496,Male,32,Moderate,Suburban,102,71,295
1497,Male,23,Sedentary,Suburban,77,42,224
1498,Male,36,Moderate,Suburban,104,60,382
1499,Female,25,Sedentary,Suburban,70,54,305
1500,Male,53,Moderate,Suburban,139,105,591
1501,Female,30,Moderate,Suburban,116,99,454
1502,Female,50,Sedentary,Suburban,82,72,225
1503,Female,49,Sedentary,Suburban,81,62,310
1504,Male,45,Sedentary,Suburban,74,69,342
1505,Female,57,Sedentary,Urban,55,43,201
1506,Male,27,Moderate,Rural,101,81,265
1507,Male,50,Moderate,Urban,125,123,254
1508,Female,18,Sedentary,Rural,60,39,296
1509,Female,38,Sedentary,Urban,63,58,185
1510,Female,22,Active,Rural,162,82,412
1511,Male,18,Moderate,Rural,143,129,648
1512,Male,38,Moderate,Rural,111,79,417
1513,Female,42,Sedentary,Urban,91,56,364
1514,Male,37,Active,Rural,187,135,622
1515,Male,26,Sedentary,Suburban,76,72,279
1516,Male,33,Moderate,Rural,120,79,514
1517,Female,45,Moderate,Urban,132,128,451
1518,Female,57,Active,Urban,168,111,613
1519,Female,53,Sedentary,Suburban,73,65,302
1520,Male,56,Active,Rural,159,110,774
1521,Female,41,Sedentary,Urban,74,52,162
1522,Male,33,Active,Rural,197,115,638
1523,Male,31,Sedentary,Suburban,72,38,342
1524,Male,51,Sedentary,Suburban,88,54,263
1525,Male,41,Sedentary,Urban,84,66,259
1526,Female,28,Moderate,Rural,111,77,302
1527,Female,53,Sedentary,Suburban,90,81,389
1528,Male,18,Moderate,Suburban,108,98,314
1529,Female,29,Active,Urban,185,148,432
1530,Female,38,Sedentary,Suburban,67,52,180
1531,Female,26,Moderate,Urban,119,113,243
1532,Female,56,Active,Suburban,158,107,776
1533,Female,20,Sedentary,Suburban,85,68,280
1534,Female,33,Active,Urban,198,104,690
1535,Female,21,Moderate,Urban,131,113,560
1536,Female,43,Moderate,Rural,143,98,586
1537,Female,30,Sedentary,Suburban,50,42,153
1538,Female,37,Moderate,Rural,142,134,313
1539,Female,36,Moderate,Rural,117,86,403
1540,Male,44,Active,Urban,187,179,587
1541,Male,19,Sedentary,Suburban,51,29,116
1542,Female,27,Sedentary,Urban,81,45,367
1543,Female,42,Sedentary,Suburban,73,56,287
1544,Female,36,Active,Urban,161,134,645
1545,Female,32,Moderate,Suburban,143,121,493
1546,Male,56,Sedentary,Rural,67,43,225
1547,Male,41,Sedentary,Suburban,65,61,295
1548,Female,33,Active,Suburban,171,89,496
1549,Male,34,Active,Urban,181,153,584
1550,Female,33,Sedentary,Suburban,82,66,309
1551,Male,35,Sedentary,Suburban,61,32,126
1552,Female,21,Active,Suburban,163,139,401
1553,Male,19,Active,Suburban,153,91,380
1554,Male,48,Active,Rural,185,139,691
1555,Male,19,Active,Urban,162,88,751
1556,Female,19,Moderate,Suburban,120,85,407
1557,Male,32,Moderate,Urban,129,76,258
1558,Female,46,Sedentary,Rural,92,73,312
1559,Male,51,Moderate,Rural,139,102,674
1560,Male,57,Active,Suburban,151,78,527
1561,Female,49,Sedentary,Urban,62,34,219
1562,Female,38,Active,Urban,170,99,816
1563,Female,47,Moderate,Urban,125,82,517
1564,Male,41,Active,Rural,161,148,766
1565,Female,31,Sedentary,Rural,91,70,341
1566,Female,45,Moderate,Suburban,101,57,420
1567,Female,31,Sedentary,Urban,86,50,259
1568,Male,51,Moderate,Urban,112,84,236
1569,Female,31,Active,Rural,172,132,559
1570,Female,42,Sedentary,Suburban,92,68,257
1571,Male,29,Moderate,Suburban,137,136,342
1572,Female,58,Moderate,Suburban,130,104,644
1573,Male,57,Moderate,Rural,101,98,486
1574,Female,37,Moderate,Urban,106,81,522
1575,Female,59,Active,Suburban,158,114,578
1576,Female,24,Active,Suburban,177,97,689
1577,Female,32,Moderate,Urban,109,92,531
1578,Male,26,Active,Suburban,175,126,815
1579,Male,21,Active,Rural,150,91,348
1580,Male,48,Moderate,Suburban,121,96,385
1581,Male,40,Active,Urban,156,92,426
1582,Male,23,Sedentary,Rural,70,36,326
1583,Male,45,Sedentary,Suburban,97,72,394
1584,Female,29,Active,Urban,169,133,475
1585,Female,39,Moderate,Urban,120,63,397
1586,Female,41,Sedentary,Urban,83,70,371
1587,Male,51,Active,Urban,171,149,657
1588,Female,36,Active,Suburban,157,152,762
1589,Male,41,Moderate,Suburban,104,96,256
1590,Male,37,Moderate,Rural,109,108,279
1591,Female,51,Active,Rural,188,170,496
1592,Female,44,Moderate,Urban,144,99,340
1593,Male,46,Sedentary,Urban,58,41,190
1594,Male,18,Sedentary,Rural,89,72,301
1595,Male,53,Active,Suburban,156,138,722
1596,Female,56,Active,Suburban,171,114,433
1597,Male,24,Moderate,Suburban,119,73,380
1598,Male,37,Sedentary,Urban,61,46,144
1599,Female,37,Moderate,Rural,105,96,353
1600,Male,42,Active,Rural,176,174,544
1601,Female,38,Active,Rural,194,103,816
1602,Male,26,Active,Suburban,188,143,808
1603,Female,44,Active,Rural,197,146,561
1604,Male,45,Active,Rural,188,150,603
1605,Female,42,Active,Suburban,171,86,495
1606,Male,53,Moderate,Urban,149,96,674
1607,Male,51,Moderate,Urban,139,86,621
1608,Female,19,Moderate,Suburban,103,96,335
1609,Female,26,Sedentary,Rural,79,76,316
1610,Male,36,Moderate,Urban,139,121,341
1611,Male,32,Active,Urban,182,148,427
1612,Male,38,Moderate,Urban,102,68,452
1613,Male,33,Moderate,Suburban,109,55,396
1614,Male,19,Sedentary,Urban,79,68,182
1615,Male,43,Active,Rural,192,183,570
1616,Male,46,Sedentary,Suburban,84,51,359
1617,Female,50,Sedentary,Suburban,97,77,319
1618,Male,51,Sedentary,Urban,75,71,237
1619,Female,44,Moderate,Rural,119,111,336
1620,Male,24,Active,Suburban,188,167,682
1621,Male,32,Active,Urban,164,160,748
1622,Female,34,Sedentary,Rural,84,44,324
1623,Male,26,Active,Rural,153,122,641
1624,Female,30,Active,Suburban,154,97,605
1625,Male,49,Sedentary,Urban,70,36,345
1626,Male,19,Moderate,Rural,104,58,410
1627,Male,49,Sedentary,Suburban,84,71,339
1628,Male,37,Sedentary,Suburban,95,47,371
1629,Female,36,Moderate,Suburban,115,103,358
1630,Female,44,Moderate,Suburban,121,72,256
1631,Female,53,Moderate,Suburban,116,66,556
1632,Male,47,Moderate,Rural,122,104,350
1633,Female,28,Sedentary,Suburban,60,53,191
1634,Male,33,Moderate,Urban,146,126,397
1635,Female,43,Active,Urban,180,111,373
1636,Male,47,Sedentary,Rural,54,53,234
1637,Female,19,Sedentary,Suburban,66,50,202
1638,Female,51,Moderate,Suburban,125,86,328
1639,Female,58,Moderate,Rural,128,109,489
1640,Female,39,Active,Suburban,198,163,527
1641,Male,48,Moderate,Suburban,108,89,394
1642,Female,38,Sedentary,Urban,81,63,282
1643,Female,53,Moderate,Suburban,136,85,414
1644,Female,57,Active,Rural,169,141,633
1645,Female,40,Sedentary,Urban,51,49,242
1646,Male,43,Sedentary,Rural,76,50,213
1647,Male,35,Moderate,Rural,127,108,346
1648,Male,32,Active,Suburban,170,128,562
1649,Female,51,Active,Suburban,172,152,826
1650,Female,39,Moderate,Urban,113,57,275
1651,Male,45,Sedentary,Rural,62,32,157
1652,Male,24,Sedentary,Rural,89,48,366
1653,Male,57,Sedentary,Suburban,74,47,224
1654,Male,59,Moderate,Rural,127,83,622
1655,Male,41,Sedentary,Rural,97,73,348
1656,Female,52,Sedentary,Rural,75,51,199
1657,Female,30,Moderate,Rural,105,55,341
1658,Male,30,Sedentary,Rural,79,51,166
1659,Female,48,Moderate,Urban,141,83,501
1660,Female,36,Active,Rural,189,96,666
1661,Male,46,Active,Rural,164,141,647
1662,Male,39,Moderate,Urban,138,75,512
1663,Male,58,Moderate,Suburban,111,104,260
1664,Male,38,Moderate,Suburban,106,99,316
1665,Female,33,Sedentary,Urban,55,52,167
1666,Female,47,Sedentary,Urban,58,47,167
1667,Female,22,Moderate,Suburban,129,79,561
1668,Female,58,Moderate,Rural,126,95,402
1669,Male,58,Sedentary,Rural,94,65,209
1670,Female,23,Sedentary,Urban,91,89,214
1671,Male,38,Moderate,Rural,144,81,334
1672,Female,59,Sedentary,Urban,81,54,200
1673,Female,28,Sedentary,Suburban,95,54,214
1674,Male,41,Active,Rural,167,97,391
1675,Male,45,Moderate,Suburban,125,102,293
1676,Male,32,Moderate,Rural,120,81,465
1677,Female,56,Sedentary,Rural,86,79,313
1678,Male,57,Active,Rural,153,99,755
1679,Female,36,Moderate,Urban,100,51,468
1680,Female,34,Moderate,Suburban,126,114,332
1681,Male,20,Sedentary,Urban,94,63,256
1682,Female,20,Moderate,Urban,123,117,558
1683,Male,56,Sedentary,Suburban,57,49,221
1684,Male,45,Active,Suburban,158,96,331
1685,Female,48,Active,Urban,181,129,400
1686,Female,59,Moderate,Urban,140,123,451
1687,Female,25,Sedentary,Urban,95,78,378
1688,Male,34,Active,Suburban,151,112,344
1689,Male,52,Moderate,Urban,103,55,263
1690,Male,53,Moderate,Suburban,136,93,506
1691,Female,44,Moderate,Urban,108,68,303
1692,Male,57,Sedentary,Suburban,73,70,250
1693,Female,50,Sedentary,Urban,74,62,338
1694,Male,28,Active,Rural,172,155,370
1695,Male,38,Sedentary,Rural,68,64,167
1696,Female,23,Sedentary,Suburban,51,42,129
1697,Female,38,Moderate,Suburban,106,75,328
1698,Female,45,Moderate,Rural,135,91,564
1699,Male,34,Active,Suburban,198,102,975
1700,Female,35,Moderate,Suburban,112,56,286
1701,Female,28,Moderate,Rural,133,90,288
1702,Female,42,Moderate,Urban,129,124,567
1703,Female,47,Sedentary,Suburban,94,63,247
1704,Male,42,Moderate,Suburban,101,87,342
1705,Male,24,Active,Urban,181,175,378
1706,Female,54,Active,Urban,167,122,437
1707,Female,44,Moderate,Suburban,126,73,433
1708,Male,43,Moderate,Suburban,127,70,431
1709,Female,30,Active,Urban,167,95,494
1710,Female,41,Sedentary,Suburban,64,53,293
1711,Female,29,Moderate,Urban,129,69,302
1712,Male,31,Active,Urban,183,173,606
1713,Male,26,Sedentary,Suburban,82,54,211
1714,Male,48,Active,Suburban,196,138,495
1715,Female,21,Sedentary,Urban,64,41,182
1716,Female,36,Active,Suburban,151,76,633
1717,Female,18,Active,Urban,159,154,740
1718,Male,46,Sedentary,Rural,51,49,166
1719,Male,23,Moderate,Rural,101,72,446
1720,Female,18,Active,Urban,166,134,819
1721,Female,42,Moderate,Urban,120,103,529
1722,Female,44,Active,Suburban,158,123,731
1723,Female,39,Sedentary,Urban,54,40,217
1724,Female,34,Moderate,Urban,146,135,616
1725,Male,46,Sedentary,Suburban,87,51,234
1726,Male,20,Sedentary,Suburban,80,60,195
1727,Male,34,Moderate,Rural,100,71,414
1728,Male,19,Moderate,Urban,114,102,292
1729,Female,49,Moderate,Urban,105,91,290
1730,Male,39,Sedentary,Rural,72,55,171
1731,Male,56,Sedentary,Urban,86,60,306
1732,Female,50,Sedentary,Suburban,98,95,407
1733,Male,39,Moderate,Urban,123,76,514
1734,Female,21,Active,Suburban,177,94,368
1735,Male,55,Moderate,Urban,122,83,466
1736,Female,30,Active,Rural,154,136,573
1737,Female,40,Sedentary,Suburban,91,51,237
1738,Female,30,Active,Suburban,181,112,799
1739,Male,37,Moderate,Rural,146,145,638
1740,Male,50,Moderate,Suburban,137,128,608
1741,Female,51,Moderate,Rural,144,91,430
1742,Male,55,Active,Urban,178,158,883
1743,Female,46,Moderate,Rural,132,72,323
1744,Female,49,Active,Urban,159,131,325
1745,Female,28,Sedentary,Suburban,70,60,176
1746,Female,35,Active,Suburban,167,86,417
1747,Female,38,Sedentary,Rural,97,89,443
1748,Female,29,Active,Urban,197,180,618
1749,Female,56,Sedentary,Rural,72,44,309
1750,Male,37,Moderate,Suburban,144,116,689
1751,Male,24,Active,Suburban,195,98,565
1752,Male,44,Sedentary,Urban,66,48,241
1753,Male,24,Moderate,Urban,144,119,439
1754,Male,19,Moderate,Suburban,130,129,351
1755,Male,50,Sedentary,Suburban,98,81,301
1756,Female,38,Sedentary,Urban,86,81,303
1757,Male,46,Active,Rural,150,107,745
1758,Female,49,Sedentary,Rural,52,30,148
1759,Male,29,Sedentary,Urban,70,43,196
1760,Female,30,Moderate,Urban,139,130,448
1761,Male,56,Sedentary,Urban,73,43,169
1762,Male,57,Sedentary,Suburban,73,45,244
1763,Male,20,Sedentary,Rural,53,50,180
1764,Male,56,Moderate,Urban,142,118,616
1765,Male,25,Moderate,Rural,126,92,297
1766,Female,19,Moderate,Suburban,138,80,395
1767,Female,23,Moderate,Suburban,118,98,303
1768,Male,58,Active,Urban,198,132,513
1769,Female,32,Moderate,Urban,144,78,625
1770,Female,29,Moderate,Urban,141,137,590
1771,Female,58,Active,Urban,157,99,559
1772,Female,49,Active,Rural,175,163,540
1773,Male,23,Active,Urban,195,177,561
1774,Male,44,Sedentary,Rural,85,82,280
1775,Female,30,Moderate,Suburban,114,74,297
1776,Male,40,Sedentary,Suburban,83,81,170
1777,Male,27,Active,Rural,161,108,699
1778,Male,31,Active,Rural,186,104,780
1779,Male,20,Active,Urban,196,131,722
1780,Female,29,Active,Urban,172,109,458
1781,Female,42,Sedentary,Urban,98,66,328
1782,Female,18,Active,Suburban,180,178,540
1783,Male,49,Moderate,Rural,116,85,424
1784,Female,41,Moderate,Rural,144,137,543
1785,Female,59,Moderate,Rural,148,113,489
1786,Female,26,Sedentary,Rural,76,45,178
1787,Female,18,Active,Urban,186,109,823
1788,Male,59,Sedentary,Urban,93,83,216
1789,Female,56,Moderate,Rural,104,76,308
1790,Male,27,Active,Urban,191,117,654
1791,Male,58,Sedentary,Suburban,99,78,255
1792,Female,47,Active,Urban,172,134,848
1793,Male,22,Active,Suburban,152,120,594
1794,Male,21,Sedentary,Suburban,51,39,104
1795,Female,25,Moderate,Rural,147,101,421
1796,Female,33,Sedentary,Rural,59,48,279
1797,Female,18,Sedentary,Urban,64,39,236
1798,Female,32,Moderate,Rural,100,75,255
1799,Female,41,Sedentary,Suburban,81,41,257
1800,Male,32,Active,Suburban,190,123,495
1801,Female,23,Moderate,Urban,119,81,544
1802,Male,19,Sedentary,Suburban,61,41,259
1803,Male,22,Active,Rural,168,157,546
1804,Female,56,Moderate,Urban,125,85,258
1805,Male,58,Sedentary,Urban,78,67,384
1806,Male,51,Moderate,Urban,127,123,634
1807,Female,56,Active,Rural,152,79,742
1808,Female,49,Active,Suburban,163,157,737
1809,Male,46,Moderate,Rural,138,132,423
1810,Male,46,Active,Urban,177,101,430
1811,Male,41,Active,Suburban,160,137,358
1812,Male,48,Moderate,Urban,141,127,680
1813,Male,41,Moderate,Rural,108,56,220
1814,Female,32,Sedentary,Urban,77,52,156
1815,Female,29,Sedentary,Rural,99,83,275
1816,Female,37,Moderate,Urban,115,107,233
1817,Female,21,Active,Urban,152,84,627
1818,Male,30,Active,Urban,168,143,474
1819,Female,58,Moderate,Rural,114,92,352
1820,Female,27,Moderate,Rural,130,66,565
1821,Male,58,Moderate,Rural,102,53,288
1822,Male,40,Active,Rural,161,93,443
1823,Male,24,Sedentary,Rural,72,48,159
1824,Female,29,Sedentary,Suburban,66,50,144
1825,Female,32,Active,Urban,175,131,508
1826,Male,24,Sedentary,Rural,89,60,209
1827,Male,25,Moderate,Suburban,100,84,235
1828,Female,24,Moderate,Suburban,118,86,301
1829,Male,21,Active,Urban,178,131,512
1830,Male,24,Active,Urban,192,114,504
1831,Male,58,Moderate,Urban,127,96,284
1832,Female,47,Moderate,Rural,136,86,556
1833,Female,35,Active,Urban,158,85,757
1834,Female,47,Active,Urban,161,139,500
1835,Male,24,Moderate,Urban,130,114,396
1836,Male,40,Moderate,Suburban,133,99,312
1837,Female,54,Sedentary,Rural,73,51,173
1838,Male,24,Sedentary,Urban,95,93,451
1839,Male,55,Moderate,Suburban,137,130,391
1840,Female,46,Active,Rural,190,105,520
1841,Male,51,Sedentary,Urban,64,48,135
1842,Male,56,Sedentary,Suburban,92,69,194
1843,Male,58,Moderate,Rural,147,95,532
1844,Male,35,Active,Urban,194,103,712
1845,Female,42,Active,Urban,181,133,748
1846,Male,44,Moderate,Suburban,129,107,454
1847,Female,44,Active,Urban,182,110,905
1848,Female,29,Moderate,Suburban,143,99,690
1849,Female,40,Active,Suburban,167,135,445
1850,Female,34,Moderate,Suburban,110,64,510
1851,Male,24,Active,Rural,175,130,587
1852,Male,41,Moderate,Suburban,103,60,390
